ikkajo ushiro-dori  kata otoshi	一ヶ条 後捕	肩落	kata otoshi	shoulder drop	ikkajo ushiro-dori	section one rear capture	katate kubi jime	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h05m34s#t=1h05m34s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=siTa1c_JxB0&t=1m02s#t=1m02s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=siTa1c_JxB0&t=2m23s#t=2m23s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=HTkFIcdb56M&t=9m10s#t=9m10s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=27m21s#t=27m21s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=Q_jGFAGqFhU&t=48m32s#t=48m32s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo idori  kote dzume	二ヶ条 居捕	小手詰	kote dzume	forearm jam	nikajo idori	section two sitting capture	shomen uchi	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h06m00s#t=1h06m00s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=QFzZZ55utd8&t=0m20s#t=0m20s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=0m11s#t=0m11s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=28m41s#t=28m41s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo idori  gyaku dasuki	二ヶ条 居捕	逆襷	gyaku dasuki	reverse sash	nikajo idori	section two sitting capture	shomen uchi	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h06m21s#t=1h06m21s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=QFzZZ55utd8&t=0m31s#t=0m31s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=0m21s#t=0m21s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=30m00s#t=30m00s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo idori  hiji kujiki	二ヶ条 居捕	肘挫	hiji kujiki	elbow bend-back	nikajo idori	section two sitting capture	yokomen uchi	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h06m42s#t=1h06m42s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=QFzZZ55utd8&t=0m45s#t=0m45s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=0m36s#t=0m36s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=30m46s#t=30m46s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo idori  koba gaeshi	二ヶ条 居捕	木葉返	koba gaeshi	leaf flip	nikajo idori	section two sitting capture	kakete (no attack, block strike)	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h06m59s#t=1h06m59s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=QFzZZ55utd8&t=1m01s#t=1m01s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=0m50s#t=0m50s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=31m44s#t=31m44s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo idori  shutou dzume	二ヶ条 居捕	手刀詰	shutou dzume	knife-hand jam	nikajo idori	section two sitting capture	katate dori (hold)	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h08m27s#t=1h08m27s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=QFzZZ55utd8&t=1m16s#t=1m16s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=1m06s#t=1m06s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=32m45s#t=32m45s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo idori  kubi hineri	二ヶ条 居捕	頸捻	kubi hineri	neck twist	nikajo idori	section two sitting capture	emon jime	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h08m46s#t=1h08m46s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=QFzZZ55utd8&t=1m25s#t=1m25s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=1m14s#t=1m14s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=33m36s#t=33m36s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo idori  kote gaeshi	二ヶ条 居捕	小手返	kote gaeshi	forearm flip	nikajo idori	section two sitting capture	katate kata dori (block strike)	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h09m06s#t=1h09m06s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=QFzZZ55utd8&t=1m39s#t=1m39s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=1m35s#t=1m35s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=34m33s#t=34m33s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo idori  kataha dori	二ヶ条 居捕	片羽捕	kataha dori	one wing capture	nikajo idori	section two sitting capture	tsuki	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h09m30s#t=1h09m30s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=QFzZZ55utd8&t=1m52s#t=1m52s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=1m47s#t=1m47s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=35m17s#t=35m17s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo idori  kamate dzume	二ヶ条 居捕	鎌手詰	kamate dzume	sickle hand jam	nikajo idori	section two sitting capture	tsuki	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h09m54s#t=1h09m54s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=QFzZZ55utd8&t=2m09s#t=2m09s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=2m09s#t=2m09s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=36m11s#t=36m11s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo idori  gyaku gote	二ヶ条 居捕	逆小手	gyaku gote	reverse forearm	nikajo idori	section two sitting capture	katate mune dori (block strike)	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h10m17s#t=1h10m17s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=QFzZZ55utd8&t=2m22s#t=2m22s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=2m23s#t=2m23s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=36m48s#t=36m48s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo hanza-handachi  shutou dzume	二ヶ条 半座半立	手刀詰	shutou dzume	knife-hand jam	nikajo hanza-handachi	section two half-sitting half-standing	katate dori (pull)	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h10m39s#t=1h10m39s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=3m09s#t=3m09s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=2m55s#t=2m55s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=37m39s#t=37m39s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo hanza-handachi  irimi dzume	二ヶ条 半座半立	入身詰	irimi dzume	enter-body jam	nikajo hanza-handachi	section two half-sitting half-standing	morote dori (pull)	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h11m00s#t=1h11m00s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=4m18s#t=4m18s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=3m51s#t=3m51s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=40m06s#t=40m06s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo hanza-handachi  suso dori	二ヶ条 半座半立	裾捕	suso dori	hem capture	nikajo hanza-handachi	section two half-sitting half-standing	shomen uchi	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h11m19s#t=1h11m19s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=3m44s#t=3m44s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=3m19s#t=3m19s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=38m52s#t=38m52s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo hanza-handachi  kote gaeshi	二ヶ条 半座半立	小手返	kote gaeshi	forearm flip	nikajo hanza-handachi	section two half-sitting half-standing	sokumen uchi	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h12m34s#t=1h12m34s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=3m25s#t=3m25s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=3m06s#t=3m06s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=38m18s#t=38m18s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo hanza-handachi  hiji kujiki	二ヶ条 半座半立	肘挫	hiji kujiki	elbow bend-back	nikajo hanza-handachi	section two half-sitting half-standing	tachi-eri dori	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h12m57s#t=1h12m57s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=4m02s#t=4m02s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=3m37s#t=3m37s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=39m27s#t=39m27s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo tachi-ai  gyaku dasuki	二ヶ条 立合	逆襷	gyaku dasuki	reverse sash	nikajo tachi-ai	section two both standing	shomen uchi	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h13m20s#t=1h13m20s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=3c4YUnaNdhE&t=0m11s#t=0m11s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=4m16s#t=4m16s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=41m08s#t=41m08s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=16m37s#t=16m37s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo tachi-ai  hiki otoshi	二ヶ条 立合	引落	hiki otoshi	pull drop	nikajo tachi-ai	section two both standing	yokomen uchi	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h13m41s#t=1h13m41s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=3c4YUnaNdhE&t=0m26s#t=0m26s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=4m29s#t=4m29s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=41m47s#t=41m47s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=18m25s#t=18m25s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo tachi-ai  kubi nage	二ヶ条 立合	首投	kubi nage	neck throw	nikajo tachi-ai	section two both standing	sode dori	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h13m55s#t=1h13m55s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=3c4YUnaNdhE&t=0m40s#t=0m40s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=4m43s#t=4m43s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=42m25s#t=42m25s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=20m49s#t=20m49s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo tachi-ai  suso barai	二ヶ条 立合	裾拂 or 裾払	suso barai	hem sweep	nikajo tachi-ai	section two both standing	sode dori	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h14m06s#t=1h14m06s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=3c4YUnaNdhE&t=0m50s#t=0m50s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=4m55s#t=4m55s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=43m15s#t=43m15s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=22m06s#t=22m06s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo tachi-ai  seoi nage	二ヶ条 立合	背負投	seoi nage	back-carry throw	nikajo tachi-ai	section two both standing	emon jime	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h14m22s#t=1h14m22s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=3c4YUnaNdhE&t=0m59s#t=0m59s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=5m05s#t=5m05s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=43m46s#t=43m46s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=23m21s#t=23m21s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo tachi-ai  shutou dzume	二ヶ条 立合	手刀詰	shutou dzume	knife-hand jam	nikajo tachi-ai	section two both standing	katate dori	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h14m40s#t=1h14m40s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=3c4YUnaNdhE&t=1m09s#t=1m09s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=5m16s#t=5m16s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=44m22s#t=44m22s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=25m23s#t=25m23s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo tachi-ai  kote gaeshi	二ヶ条 立合	小手返	kote gaeshi	forearm flip	nikajo tachi-ai	section two both standing	shomen uchi	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h14m59s#t=1h14m59s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=3c4YUnaNdhE&t=1m29s#t=1m29s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=5m38s#t=5m38s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=45m00s#t=45m00s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=28m08s#t=28m08s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo tachi-ai  kata guruma	二ヶ条 立合	肩車	kata guruma	shoulder wheel	nikajo tachi-ai	section two both standing	shomen uchi	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h17m21s#t=1h17m21s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=3c4YUnaNdhE&t=1m16s#t=1m16s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=5m23s#t=5m23s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=45m50s#t=45m50s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=30m45s#t=30m45s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo tachi-ai  koshi guruma	二ヶ条 立合	腰車	koshi guruma	lower-back wheel	nikajo tachi-ai	section two both standing	yokomen uchi	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h17m36s#t=1h17m36s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=3c4YUnaNdhE&t=1m41s#t=1m41s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=5m49s#t=5m49s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=46m30s#t=46m30s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=32m22s#t=32m22s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo tachi-ai  se kujiki	二ヶ条 立合	背挫	se kujiki	back bend-back	nikajo tachi-ai	section two both standing	emon jime	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h17m48s#t=1h17m48s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=3c4YUnaNdhE&t=1m56s#t=1m56s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=6m00s#t=6m00s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=47m08s#t=47m08s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=33m22s#t=33m22s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo ushiro-dori  tsuki taoshi	二ヶ条 後捕	突倒	tsuki taoshi	thrust topple	nikajo ushiro-dori	section two rear capture	tachi-eri dori	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h18m05s#t=1h18m05s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=0m15s#t=0m15s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=1m35s#t=1m35s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=6m36s#t=6m36s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=48m06s#t=48m06s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=35m20s#t=35m20s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo ushiro-dori  sukui nage	二ヶ条 後捕	掬投	sukui nage	scoop throw	nikajo ushiro-dori	section two rear capture	ryohiji dori	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h18m23s#t=1h18m23s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=0m27s#t=0m27s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=1m50s#t=1m50s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=7m04s#t=7m04s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=49m04s#t=49m04s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=36m43s#t=36m43s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo ushiro-dori  gyaku gote	二ヶ条 後捕	逆小手	gyaku gote	reverse forearm	nikajo ushiro-dori	section two rear capture	kataha jime	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h18m37s#t=1h18m37s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=0m41s#t=0m41s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=2m04s#t=2m04s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=7m38s#t=7m38s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=49m45s#t=49m45s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=38m02s#t=38m02s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
nikajo ushiro-dori  kubi nage	二ヶ条 後捕	首投	kubi nage	neck throw	nikajo ushiro-dori	section two rear capture	hagai jime (full nelson)	<div><A href="http://www.youtube.com/watch?v=u0az6iuLOCo&t=1h20m05s#t=1h20m05s">Kondō Katsuyuki - Daitō-ryū Aiki-jūjutsu</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=0m56s#t=0m56s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=mupu4RDB5Ps&t=2m19s#t=2m19s">Daitō-ryū Aiki-jūjutsu Shōyōkan</A></div> <div><A href="https://www.youtube.com/watch?v=9UfV07KNpxI&t=8m13s#t=8m13s">Hakuhō-ryu Aiki-jūjutsu UK</A></div> <div><A href="https://www.youtube.com/watch?v=cRTye-wq5yI&t=50m41s#t=50m41s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> <div><A href="https://www.youtube.com/watch?v=O_rBjpCNOp4&t=39m42s#t=39m42s">Nihon Daitō-ryū Aikibudō Seishin Kai - Katō Shigemitsu</A></div> 	
