3 kyu	suwari-waza kata-mochi ikkajo-osae (1)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h32m59s#t=1h32m59s">video 1</A>
3 kyu	kata-mochi ikkajo-osae (2)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h34m44s#t=1h34m44s">video 1</A>
3 kyu	suwari-waza kata-mochi ikkajo-osae (2)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h36m04s#t=1h36m04s">video 1</A>
3 kyu	ushiro-ryote-mochi ikkajo-osae (1)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h37m29s#t=1h37m29s">video 1</A>
3 kyu	ushiro-ryote-mochi ikkajo-osae (2)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h40m09s#t=1h40m09s">video 1</A>
3 kyu	suwari-waza katate-mochi nikajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=4m18s#t=4m18s">video 1</A>
3 kyu	suwari-waza katate-mochi nikajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=7m43s#t=7m43s">video 1</A>
3 kyu	kata-mochi nikajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=29m18s#t=29m18s">video 1</A>
3 kyu	suwari-waza kata-mochi nikajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=31m27s#t=31m27s">video 1</A>
3 kyu	kata-mochi nikajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=33m10s#t=33m10s">video 1</A>
3 kyu	suwari-waza kata-mochi nikajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=34m52s#t=34m52s">video 1</A>
3 kyu	shomen-uchi nikajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=42m40s#t=42m40s">video 1</A>
3 kyu	suwari-waza shomen-uchi nikajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=44m18s#t=44m18s">video 1</A>
3 kyu	shomen-uchi nikajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=45m50s#t=45m50s">video 1</A>
3 kyu	suwari-waza shomen-uchi nikajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=46m59s#t=46m59s">video 1</A>
3 kyu	suwari-waza shomen-uchi sankajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=59m47s#t=59m47s">video 1</A>
3 kyu	suwari-waza shomen-uchi sankajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h04m23s#t=1h04m23s">video 1</A>
3 kyu	yokomen-uchi sankajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h06m41s#t=1h06m41s">video 1</A>
3 kyu	suwari-waza yokomen-uchi sankajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h08m18s#t=1h08m18s">video 1</A>
3 kyu	yokomen-uchi sankajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h10m14s#t=1h10m14s">video 1</A>
3 kyu	suwari-waza yokomen-uchi sankajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h12m02s#t=1h12m02s">video 1</A>
3 kyu	ushiro-ryote-mochi sankajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h33m44s#t=1h33m44s">video 1</A>
3 kyu	ushiro-ryote-mochi sankajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h35m54s#t=1h35m54s">video 1</A>
3 kyu	suwari-waza shomen-uchi yonkajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h54m28s#t=1h54m28s">video 1</A>
3 kyu	shomen-uchi yonkajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h56m00s#t=1h56m00s">video 1</A>
3 kyu	suwari-waza shomen-uchi yonkajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h57m41s#t=1h57m41s">video 1</A>
3 kyu	yokomen-uchi yonkajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h59m10s#t=1h59m10s">video 1</A>
3 kyu	suwari-waza yokomen-uchi yonkajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=2h00m42s#t=2h00m42s">video 1</A>
3 kyu	yokomen-uchi yonkajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=2h02m19s#t=2h02m19s">video 1</A>
3 kyu	suwari-waza yokomen-uchi yonkajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=2h03m41s#t=2h03m41s">video 1</A>
3 kyu	suwari-waza katate-mochi sokumen irimi-nage (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=3m34s#t=3m34s">video 1</A>
3 kyu	katate-mochi sokumen irimi-nage (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=5m19s#t=5m19s">video 1</A>
3 kyu	suwari-waza katate-mochi sokumen irimi-nage (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=6m28s#t=6m28s">video 1</A>
3 kyu	suwari-waza kata-mochi sokumen irimi-nage (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=14m37s#t=14m37s">video 1</A>
3 kyu	kata-mochi sokumen irimi-nage (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=16m00s#t=16m00s">video 1</A>
3 kyu	suwari-waza kata-mochi sokumen irimi-nage (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=17m20s#t=17m20s">video 1</A>
3 kyu	suwari-waza shomen-uchi shomen irimi-nage (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=43m45s#t=43m45s">video 1</A>
3 kyu	shomen-uchi shomen irimi-nage (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=45m01s#t=45m01s">video 1</A>
3 kyu	suwari-waza shomen-uchi shomen irimi-nage (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=46m37s#t=46m37s">video 1</A>
3 kyu	yokomen-uchi shomen irimi-nage (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=48m01s#t=48m01s">video 1</A>
3 kyu	suwari-waza yokomen-uchi shomen irimi-nage (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=49m10s#t=49m10s">video 1</A>
3 kyu	suwari-waza yokomen-uchi shomen irimi-nage (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=51m50s#t=51m50s">video 1</A>
3 kyu	shomen-uchi hiji-shime (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h13m26s#t=1h13m26s">video 1</A>
3 kyu	suwari-waza shomen-uchi hiji-shime (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h15m18s#t=1h15m18s">video 1</A>
3 kyu	shomen-uchi hiji-shime (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h16m45s#t=1h16m45s">video 1</A>
3 kyu	suwari-waza shomen-uchi hiji-shime (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h17m46s#t=1h17m46s">video 1</A>
3 kyu	yokomen-uchi hiji-shime (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h18m59s#t=1h18m59s">video 1</A>
3 kyu	suwari-waza yokomen-uchi hiji-shime (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h20m09s#t=1h20m09s">video 1</A>
3 kyu	yokomen-uchi hiji-shime (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h21m29s#t=1h21m29s">video 1</A>
3 kyu	suwari-waza yokomen-uchi hiji-shime (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h22m35s#t=1h22m35s">video 1</A>
3 kyu	kata-mochi hiji-shime (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h29m21s#t=1h29m21s">video 1</A>
3 kyu	suwari-waza kata-mochi hiji-shime (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h30m50s#t=1h30m50s">video 1</A>
3 kyu	kata-mochi hiji-shime (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h32m27s#t=1h32m27s">video 1</A>
3 kyu	suwari-waza kata-mochi hiji-shime (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h33m42s#t=1h33m42s">video 1</A>
3 kyu	mune-mochi hiji-shime (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h35m10s#t=1h35m10s">video 1</A>
3 kyu	suwari-waza mune-mochi hiji-shime (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h37m00s#t=1h37m00s">video 1</A>
3 kyu	suwari-waza mune-mochi hiji-shime (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=1h40m01s#t=1h40m01s">video 1</A>
3 kyu	shomen-uchi kote-gaeshi (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=2h16m22s#t=2h16m22s">video 1</A>
3 kyu	suwari-waza shomen-uchi kote-gaeshi (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=2h19m21s#t=2h19m21s">video 1</A>
3 kyu	suwari-waza shomen-uchi kote-gaeshi (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=2h23m27s#t=2h23m27s">video 1</A>
3 kyu	yokomen-uchi kote-gaeshi (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=2h25m04s#t=2h25m04s">video 1</A>
3 kyu	suwari-waza yokomen-uchi kote-gaeshi (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=2h27m08s#t=2h27m08s">video 1</A>
3 kyu	yokomen-uchi kote-gaeshi (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=2h29m12s#t=2h29m12s">video 1</A>
3 kyu	suwari-waza yokomen-uchi kote-gaeshi (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=2h31m00s#t=2h31m00s">video 1</A>
3 kyu	suwari-waza ryote-mochi tenchi-nage (1)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=3h03m39s#t=3h03m39s">video 1</A>
3 kyu	suwari-waza ryote-mochi kokyu-ho (2)	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=3h09m49s#t=3h09m49s">video 1</A>
3 kyu	goshin-jitsu front-grabs	
3 kyu	sanbon-me kumite	<A href="http://www.youtube.com/watch?v=M4p17kOOv0Y&t=0m00s#t=0m00s">video 1</A> <br> <A href="http://www.youtube.com/watch?v=BlH8Qmo79w8&t=22m28s#t=22m28s">video 2</A>
2 kyu	goshin-jitsu rear-grabs	
2 kyu	yokomen-uchi go-waza	
2 kyu	katate-mochi go-waza	<A href="http://www.youtube.com/watch?v=NXFfGi4-f9A&t=6m36s#t=6m36s">video 1</A>
2 kyu	yonhon-me kumite	<A href="http://www.youtube.com/watch?v=Pur4BinI9nU&t=0m08s#t=0m08s">video 1</A> <br> <A href="http://www.youtube.com/watch?v=Pur4BinI9nU&t=0m08s#t=0m08s">video 2</A>
1 kyu	aiki-ken ippon-me	<A href="http://www.youtube.com/watch?v=SefcGIUBr_w&t=0m04s#t=0m04s">video 1</A> <br> <A href="http://www.facebook.com/theshudokan/videos/1047140251967559/">video 2</A>
1 kyu	aiki-ken nihon-me	htts://www.youtube.com/watch?v=SefcGIUBr_w&t=0m12s#t=0m12s <A href="http://www.facebook.com/theshudokan/videos/1047140251967559/">video 1</A>
1 kyu	aiki-ken sanbon-me	htts://www.youtube.com/watch?v=SefcGIUBr_w&t=0m19s#t=0m19s <A href="http://www.facebook.com/theshudokan/videos/1047140251967559/">video 1</A>
1 kyu	aiki-ken yonhon-me	htts://www.youtube.com/watch?v=SefcGIUBr_w&t=0m26s#t=0m26s <A href="http://www.facebook.com/theshudokan/videos/1047140251967559/">video 1</A>
1 kyu	aiki-ken gohon-me	htts://www.youtube.com/watch?v=SefcGIUBr_w&t=0m36s#t=0m36s <A href="http://www.facebook.com/theshudokan/videos/1047140251967559/">video 1</A>
1 kyu	goshin-jitsu front-strikes	
1 kyu	shomen-uchi jiyu-waza	<A href="http://www.youtube.com/watch?v=vNv0rNot8FQ&t=3h18m09s#t=3h18m09s">video 1</A>
1 dan	shomen-uchi shiho-nage	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=47m10s#t=47m10s">video 1</A>
1 dan	hanmi-handachi katate-mochi shiho-nage (1)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=49m26s#t=49m26s">video 1</A>
1 dan	hanmi-handachi katate-mochi shiho-nage (2)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=52m00s#t=52m00s">video 1</A>
1 dan	katate-mochi ikkajo-osae (1)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h13m04s#t=1h13m04s">video 1</A>
1 dan	suwari-waza katate-mochi ikkajo-osae (1)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h15m00s#t=1h15m00s">video 1</A>
1 dan	katate-mochi ikkajo-osae (2)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h16m27s#t=1h16m27s">video 1</A>
1 dan	suwari-waza katate-mochi ikkajo-osae (2)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h17m40s#t=1h17m40s">video 1</A>
1 dan	ushiro-katate-eri-mochi ikkajo-osae (1)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h42m04s#t=1h42m04s">video 1</A>
1 dan	ushiro-katate-eri-mochi ikkajo-osae (2)	<A href="http://www.youtube.com/watch?v=i4LcdeiNH-k&t=1h43m41s#t=1h43m41s">video 1</A>
1 dan	yokomen-uchi nikajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=48m20s#t=48m20s">video 1</A>
1 dan	suwari-waza yokomen-uchi nikajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=49m53s#t=49m53s">video 1</A>
1 dan	yokomen-uchi nikajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=51m36s#t=51m36s">video 1</A>
1 dan	suwari-waza yokomen-uchi nikajo-osae (2)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=52m54s#t=52m54s">video 1</A>
1 dan	kata-mochi sankajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h27m40s#t=1h27m40s">video 1</A>
1 dan	suwari-waza kata-mochi sankajo-osae (1)	<A href="http://www.youtube.com/watch?v=v0tuWpU3tB4&t=1h29m00s#t=1h29m00s">video 1</A>
